B,490.74305241589946,264.17768193900724,-6.507137432891661,-2.7643021863146844,15,225,-3407617
B,107.12990102592198,106.97393775992548,-3.7614647914818375,0.40015173110194285,15,225,-3407617
B,680.646993223983,399.286662243633,5.662632381342264,0.9829711277164369,15,225,-3407617
B,703.214253653191,297.22345646781235,2.41934425610617,0.5532672370486073,15,225,-3407617
B,409.73313323445564,435.44136327346433,-2.1747516135009843,-1.0949513116619876,15,225,-3407617
B,560.8378787517654,71.9146711172864,1.5666469841595976,6.914671117286399,15,225,-3407617
B,548.0590071179676,187.8386677160174,1.482191365605647,-3.2233208083097873,15,225,-3407617
B,243.88002380924945,333.09946747705277,-3.798564874786891,-4.750019018676687,15,225,-3407617
B,409.0484352244257,226.71019056746428,0.08871146687921151,-0.21482910784426001,15,225,-3407617
B,579.3156196256339,129.7477473534904,8.58671005718867,7.754391827196402,15,225,-3407617
W,20.0,20.0,30,480
W,20.0,500.0,750,30
W,740.0,20.0,30,480
W,20.0,20.0,750,30
end
